tid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label
3vlX5kFfQHDloPDV1cGENX,0.565,0.222,5,-19.933,0,0.0646,0.799,0.000213,0.0934,0.689,99.198,0
1hVRTl4yhWmGW7ImZoO22e,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,0
2JdllRPH6a8NCpt2bpxpns,0.519,0.379,9,-14.368,1,0.0353,0.407,0.288,0.161,0.598,139.749,0
6f7r5i4xVwePkHDHwwMK75,0.476,0.251,9,-13.854,0,0.0278,0.769,0.774,0.0637,0.37,98.833,0
6TAW00MAPvS59yEoIgtOEI,0.492,0.205,9,-8.488,0,0.0577,0.983,0.893,0.122,0.109,128.315,0
1ChYuSIoOFDVY6fHSXF6zS,0.468,0.391,2,-13.196,0,0.0269,0.658,0.0617,0.111,0.342,142.413,0
6fBgbPzBpuBjIf4uEqAo4H,0.33,0.0508,11,-22.43,1,0.033,0.988,0.0922,0.147,0.054,77.018,0
0aWMVrwxPNYkKmFthzmpRi,0.421,0.0161,2,-25.358,0,0.0374,0.81,0.0021,0.0978,0.16,110.926,0
3iFlfQ0CXc9URaAvai8VUe,0.573,0.247,5,-19.282,0,0.0627,0.713,5.64e-05,0.103,0.604,138.234,0
0E8q2Fx2XuzXCO2NSAppkR,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,0
1duGF26RKaTntfsJ0cTkzj,0.487,0.535,8,-8.47,0,0.0305,0.73,0.00414,0.0903,0.591,144.548,0
0Otf1ZfYNIjhqFIuJk0fsy,0.358,0.452,1,-13.02,1,0.0347,0.991,0.864,0.14,0.525,166.973,0
0ldmR2mJJNEoBIINfZWdv6,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,0
7ysmJhXFQtiBQlk6EZ6sks,0.505,0.159,7,-11.235,0,0.0336,0.946,0.0127,0.212,0.196,59.385,0
0IffIW3eyCx9aZ36IqOu5o,0.34,0.0837,3,-12.072,1,0.042,0.985,0.761,0.0945,0.119,138.689,0
2C3rh8eX5vltOmwrz9I78n,0.444,0.339,3,-16.936,1,0.0418,0.66,0.103,0.163,0.656,142.112,0
5KQ6uddno2Hht84gJDHsPF,0.528,0.583,7,-8.776,0,0.0643,0.592,0,0.305,0.671,96.284,0
5z8eOnPiOC22EYpniAX3Qg,0.477,0.733,8,-8.301,1,0.0682,0.732,0.0756,0.153,0.385,120.42,0
1GZD0TZJHmdQaZsucHBmWT,0.517,0.273,10,-17.279,0,0.0627,0.866,0.774,0.979,0.321,63.423,0
2QZtOFPATNgKpUJiGUARZk,0.511,0.031,3,-19.636,1,0.0388,0.939,0.898,0.139,0.179,112.911,0
09g9OlH3RDjbffMAnvBPgw,0.356,0.324,7,-8.699,0,0.0289,0.704,0.0025,0.204,0.438,88.861,0
1CDBaGlisZlOJzvx88lL8A,0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,0
0IxLWzmafWC5VTnpnvykJq,0.38,0.164,7,-14.69,0,0.0452,0.985,0.955,0.125,0.0871,79.03,0
1WygPWqmNs4s2fxtjmtI3O,0.438,0.0172,9,-23.66,1,0.0384,0.973,0.557,0.0815,0.136,100.989,0
11vaRXRIFXJTRr3BuzNbk5,0.417,0.11,5,-16.504,0,0.0405,0.951,0.721,0.174,0.22,57.312,0
5p95DUZplmVxY0XCQ3hxUV,0.394,0.23,3,-10.475,1,0.0348,0.931,0.497,0.0662,0.358,78.319,0
0ADAFZE0bYIuaIyPNFl3LE,0.443,0.0711,1,-20.146,1,0.0486,0.989,0.894,0.101,0.596,175.02,0
0xcJPMoBe9FenntXbfyx97,0.597,0.128,9,-16.656,0,0.0491,0.959,0.000704,0.123,0.34,128.393,0
4zxd4tiXPlWMqoJltbVTbE,0.485,0.144,10,-12.824,1,0.0362,0.912,0.000114,0.0965,0.246,86.143,0
6YYu8qFzcY1ZyzzsJIQM12,0.465,0.35,3,-12.977,1,0.0403,0.41,0.279,0.135,0.62,93.336,0
0mHEBtkQ5H3PhAdWqLunva,0.457,0.395,5,-15.072,0,0.0376,0.652,4.52e-06,0.31,0.479,106.404,0
0ivpUENLpheuPoa6VuY1ax,0.53,0.143,8,-17.471,1,0.0423,0.958,0.497,0.278,0.119,125.464,0
7DUGRxCf9NFJffb5Eei8Ar,0.493,0.0421,2,-18.071,1,0.0347,0.913,0.173,0.0777,0.172,102.074,0
6ffJxrVKkPVW4hiRoiteB2,0.652,0.171,7,-16.1,1,0.0569,0.99,0.864,0.158,0.562,118.883,0
2dPWP7FMCxnv4u9Api6WWU,0.392,0.168,10,-22.249,1,0.0442,0.637,0.358,0.198,0.292,123.419,0
4xGFcQEIjtmbPD6Jsxq14M,0.641,0.14,8,-16.79,1,0.039,0.867,0.00166,0.105,0.388,129.318,0
4qRJ7ZJyfzchEd2fjle7Bz,0.456,0.222,0,-16.879,1,0.0354,0.938,0.806,0.24,0.15,112.725,0
3gMMHNUrq3rPeUfgQcAJ2H,0.404,0.0602,11,-26.459,0,0.0422,0.861,0.901,0.703,0.168,106.82,0
2jz7vSAguRJmBHEA4I6C4N,0.515,0.339,7,-16.457,0,0.0283,0.823,0.317,0.109,0.519,135.694,0
7yzM0pEseQUpb6BMViOPEA,0.522,0.379,4,-14.096,0,0.0286,0.635,0.925,0.114,0.454,133.698,0
18A1V1vsy5YgHFqb4galTw,0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,0
5LaTsDrhrpXwLniidLpnF7,0.368,0.14,0,-15.005,0,0.045,0.901,0.874,0.0688,0.172,61.758,0
5wcAcShxT5qvLJvuM6jkZt,0.585,0.375,2,-12.171,0,0.0504,0.78,0.00365,0.0806,0.665,72.59,0
4ow1XH4hwe3yOGXG2eTTTY,0.575,0.187,0,-13.081,0,0.0513,0.927,0.876,0.166,0.342,107.469,0
57B6gMEI1E4E3kKLKvfX3U,0.571,0.293,0,-11.914,0,0.0385,0.828,0.179,0.112,0.23,82.745,0
3Wadbk42UtsJOT5mCx9Bb0,0.558,0.0891,2,-17.633,0,0.0643,0.946,0.924,0.0966,0.13,100.523,0
6CDQBADsdzJwc3qZ3OPDHH,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,0
0T1EaGm6b9eM7xBf4F1hlc,0.467,0.459,0,-9.706,0,0.0305,0.719,0.00312,0.0944,0.178,124.379,0
2kF9Ijd7I2Kk2P4bYqUmzG,0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,0
5kMhXgQGUDIf84aXoNjYj7,0.611,0.405,7,-10.607,1,0.0819,0.461,0.596,0.06,0.543,110.744,0
0Dt1B5dNfajRczQKZA87aL,0.373,0.302,1,-20.358,0,0.0376,0.818,0.835,0.171,0.35,86.925,0
2bdFcnubC701djDrY5YUDE,0.643,0.0767,1,-23.102,1,0.0416,0.962,0.902,0.116,0.377,112.062,0
4cf8WFHrmO1WNWeFrqsnTq,0.516,0.268,5,-15.992,0,0.0548,0.765,0.834,0.0891,0.833,81.773,0
3GOZbK2epuHzCt5YvvVFHO,0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,0
2BhU0Hl5OatWiCW93pE2b8,0.539,0.403,8,-9.168,1,0.0531,0.794,0.000613,0.278,0.699,165.301,0
58ylMBq2yqYdHyevarkNWa,0.524,0.222,3,-8.967,1,0.0346,0.907,0.00124,0.0544,0.325,120.71,0
4vWMrM0AwlhRlkAdQtC2zn,0.634,0.327,0,-9.703,0,0.0551,0.709,0.0131,0.158,0.498,80.825,0
1czzmAtPTw287TyMQEfCfg,0.412,0.195,8,-10.288,1,0.0331,0.9,0.709,0.106,0.0778,133.918,0
6yKkA8HzwWTZ5taIMaG4Nm,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,0
1wl5b2lw3YagQtZiYZbQWP,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,0
2n0nSu6H5KrAYRfI6iKtwT,0.286,0.0553,5,-20.216,0,0.034,0.982,0.592,0.0989,0.182,52.789,0
5F8rPLt2c52p0SK7kiH26b,0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,0
7z4EbJbnbvWcP9Bg15fpgC,0.441,0.321,10,-19.455,1,0.0324,0.856,0.854,0.236,0.594,89.776,0
2wOlZrHUpRP9hQbqbV9Ae5,0.401,0.0236,6,-18.749,0,0.035,0.978,0.579,0.102,0.163,110.519,0
2yiISACbYnL2hApy1ffKKs,0.327,0.145,5,-20.443,1,0.0397,0.945,0.884,0.091,0.136,178.966,0
2R1vQwYTC0sl93C6oyVuHC,0.493,0.107,2,-22.122,1,0.0336,0.881,0.906,0.122,0.126,91.326,0
7LIFp3v3CaTCvcG6fmceIg,0.338,0.165,10,-15.702,1,0.0315,0.977,0.315,0.122,0.174,76.266,0
1dsVIoiV96Goqv1jGbJySI,0.482,0.101,8,-18.914,0,0.0333,0.965,0.00335,0.125,0.189,105.719,0
7e4cQ65cw0hbgQfbZr9IUD,0.297,0.0805,5,-18.726,1,0.0355,0.963,0.947,0.0898,0.158,80.346,0
4M7Hi6wUOQ7ECOup83DYov,0.416,0.111,5,-19.156,1,0.0299,0.836,0.702,0.102,0.0514,101.84,0
0XHv1jT5QsTbemGea5q8Ek,0.4,0.0763,0,-19.201,0,0.0571,0.968,0.828,0.106,0.173,59.235,0
7s1hwbCePvSUZxgayvKTCK,0.475,0.104,7,-21.265,0,0.0365,0.932,0.941,0.0966,0.122,115.003,0
283h1iiG7BVoKvTVAr5bSc,0.576,0.132,2,-19.928,0,0.0399,0.97,0.898,0.122,0.122,63.078,0
211rvuRnkIpzd5lJNi0LBK,0.385,0.1,2,-13.827,1,0.043,0.96,0.198,0.11,0.199,54.041,0
0vMPNdJjZqOpj5yhcSGXgT,0.261,0.185,9,-13.766,1,0.0353,0.867,0.725,0.0984,0.141,116.632,0
6zYDzFqWrXG2rMWZA1I7tZ,0.476,0.104,9,-19.165,0,0.0348,0.899,0.0625,0.0801,0.238,84.93,0
30WYlOTUkGayw4Qo4Y9sYX,0.179,0.211,5,-11.936,1,0.0326,0.896,0.76,0.431,0.231,174.248,0
63veqr50DnmHuo7M34fmqL,0.461,0.228,8,-12.875,1,0.0358,0.851,0.738,0.133,0.238,132.456,0
5adNkxFBgFYu3N6m8J6muG,0.326,0.156,2,-14.116,0,0.0307,0.92,0.676,0.171,0.159,75.458,0
1A6rWsVB4JNfsvVcAN2FdY,0.35,0.215,8,-14.659,1,0.0374,0.933,0.911,0.126,0.135,99.903,0
78RAfPGFpTUqnPSTV0LcmT,0.523,0.188,5,-14.701,1,0.0345,0.609,0.597,0.285,0.0744,112.092,0
58TwX5CF328t6qDm9sgaLb,0.592,0.231,6,-16.446,0,0.0371,0.833,0.911,0.0992,0.377,62.693,0
3bv4j1lmo6yVChahz9crt3,0.394,0.25,0,-16.804,0,0.0327,0.845,0.93,0.127,0.0903,115.451,0
4rznhkoOr1AYneKuWBef4V,0.302,0.0166,7,-23.504,1,0.0475,0.974,0.0714,0.0737,0.235,69.904,0
06saP1KfOa0j93jO8XnCUT,0.462,0.115,9,-20.827,1,0.0535,0.967,0.891,0.0996,0.055,84.417,0
4aUrYkpfMzm2DVfG1Pplzk,0.374,0.118,2,-16.48,1,0.0365,0.97,0.829,0.083,0.0954,145.312,0
4CY09ZCdgvjtCaw0fGITbN,0.53,0.225,10,-13.663,0,0.0414,0.941,0.691,0.284,0.195,135.262,0
2BjX0EYypxakiidBW18QmC,0.424,0.0301,0,-15.316,0,0.0483,0.96,0.0299,0.21,0.349,67.541,0
72KHUsa4UyTXpSf7jRb1ih,0.448,0.275,8,-17.203,1,0.0348,0.765,0.872,0.141,0.119,119.37,0
1y0FhVFVZ2eG82sn0M7H7v,0.442,0.0595,5,-18.279,1,0.0328,0.976,0.909,0.102,0.102,99.034,0
25cJePcRAgKUKtjH8Wm1MQ,0.563,0.451,3,-9.438,1,0.0317,0.883,0.835,0.129,0.47,99.868,0
4oU07qd2sv9NxW61Op66Jh,0.439,0.0554,3,-15.183,1,0.0349,0.984,0.00382,0.111,0.178,101.015,0
2ncnr8AuzqAabOGEIoA863,0.456,0.276,5,-7.419,1,0.0316,0.965,0.0525,0.0775,0.157,103.335,0
1z2FcRqCR6byfXDSvHq8E4,0.382,0.158,10,-12.962,1,0.0466,0.986,0.823,0.127,0.314,46.95,0
79MOPpvNSagTPcwnx4Ct2b,0.406,0.175,3,-17.018,1,0.0525,0.953,0.92,0.0841,0.436,180.707,0
4z6d79RAbC5q0VAqPQas8W,0.475,0.0588,5,-17.464,0,0.0418,0.89,0.0238,0.129,0.241,115.642,0
2yuDexdINZo3jxbFHf5fLw,0.538,0.0687,2,-17.993,0,0.0371,0.967,0.461,0.0854,0.132,103.808,0
5Bl1TC8Y1qh3ui6fGSWL5a,0.487,0.135,2,-11.211,0,0.0434,0.915,0.00353,0.686,0.24,105.854,0
0WPHL9IRv1Nm4xu21qxgnw,0.514,0.0814,0,-17.149,0,0.0361,0.978,0.00873,0.219,0.232,64.97,0
5qRJZGqWHMpKRxk8rmAVto,0.421,0.0967,7,-16.441,0,0.0509,0.91,0.415,0.218,0.183,77.401,0
4NAhOoe6Tp5SU4z0r7Nygx,0.389,0.169,10,-14.333,1,0.0453,0.913,0.0781,0.114,0.186,77.79,0
4cG4S3LHdqibrEXgj87ZNx,0.508,0.162,7,-12.7,0,0.0302,0.928,0.418,0.101,0.38,71.541,0
4Hus6AQNHezUdbBKuo1aE8,0.446,0.188,7,-17.215,0,0.0303,0.786,0.0916,0.104,0.0988,107.147,0
6BMmyctJWWdbTHKpXkrja0,0.38,0.054,7,-21.941,1,0.037,0.964,0.684,0.151,0.181,134.175,0
6f6OQJv9qjqyJq9NHin45n,0.47,0.156,2,-17.036,1,0.0399,0.623,0.187,0.104,0.059,118.176,0
7JMkZWB40pcmq8G7kTsbcB,0.323,0.118,5,-22.751,0,0.0449,0.195,0.694,0.241,0.0747,79.554,0
14JAGLLamVp9p3EJaRYPfj,0.419,0.184,0,-21.864,1,0.0307,0.821,0.628,0.0919,0.155,110.186,0
07BmM24UshepfB2PeBxu7Y,0.349,0.123,1,-14.247,1,0.0333,0.968,0.375,0.275,0.138,45.646,0
5FXIXX9FniNJfHd9DJrOop,0.476,0.19,2,-17.266,0,0.0432,0.989,0.733,0.588,0.249,109.795,0
3s2RFp5hU6jEvAmfZrnrAi,0.442,0.124,3,-22.227,1,0.0388,0.92,0.605,0.21,0.2,65.003,0
4zPDjRgceGrR0Sm54YDTTf,0.539,0.0678,0,-18.039,1,0.0468,0.967,0.168,0.114,0.263,124.105,0
7hbpUZY7qsDPBe9X2juJEz,0.633,0.12,5,-20.066,0,0.0428,0.971,0.871,0.121,0.456,115.51,0
6rK27cC9hX0e1Chrnxo9Vn,0.519,0.0422,1,-10.778,1,0.0537,0.966,0.929,0.124,0.397,130.436,0
6kXSVoByQngZxSqX4kSGgF,0.407,0.106,1,-19.078,1,0.0375,0.973,0.0762,0.123,0.233,94.231,0
2kpaRWsZTE96rmw0NBfP0c,0.515,0.0551,2,-27.383,0,0.0477,0.972,0.915,0.0878,0.176,50.658,0
0Y6WjYBWld3reWsTMT8FTd,0.421,0.0867,0,-18.732,1,0.037,0.871,0.429,0.115,0.07,95.438,0
6vZ8PZZy7ljlQEgCPSZTAM,0.698,0.214,7,-15.785,1,0.0378,0.803,0.893,0.112,0.172,121.769,0
4zRweMHazlqCTUe6GvviYf,0.533,0.148,0,-18.275,1,0.0329,0.924,0.932,0.112,0.108,63.637,0
6escBA2tVhUpcc2M5YmtVk,0.367,0.116,5,-21.437,1,0.0336,0.95,0.832,0.104,0.188,134.488,0
11qeOjSAx3TDr4IOPXq9Js,0.418,0.0872,7,-24.547,1,0.0354,0.92,0.898,0.108,0.14,148.264,0
4gCaFMkA1CERmgy1ny9fhy,0.487,0.259,2,-12.391,0,0.0386,0.897,0.778,0.0957,0.108,111.218,0
0D5PNTs1HSYe2nHlHulJQw,0.437,0.0375,10,-28.282,0,0.0403,0.797,0.692,0.114,0.126,117.153,0
3LZ0GUgBO1XXW6jKK5A2lJ,0.518,0.0493,9,-26.565,0,0.0346,0.9,0.879,0.349,0.16,61.908,0
2SzfUlXBgyYKTJMPbbqPw7,0.336,0.0937,0,-20.317,1,0.0414,0.972,0.0123,0.145,0.0992,90.587,0
5fhLDCuNimt2zvkiFxOAbU,0.539,0.207,8,-16.498,1,0.0458,0.898,0.636,0.222,0.259,122.03,0
3ONcanYtZHMVcgqPDAsVHd,0.4,0.144,10,-15.52,1,0.037,0.958,0.878,0.119,0.146,120.329,0
3dtrI8OOHWxMyg6EHNecdt,0.454,0.084,0,-18.621,1,0.0293,0.885,0.936,0.0958,0.0828,87.816,0
3MhWFpRMVEyZ9QXGIb5RJK,0.447,0.163,8,-14.835,1,0.0707,0.992,0.776,0.654,0.197,74.933,0
0cZuS1VcwpKi5BxP4ESDaj,0.423,0.158,0,-15.59,0,0.0346,0.717,0.0075,0.0975,0.185,106.974,0
1Ws0kMatfMjIrvEIsApikx,0.32,0.156,2,-12.258,1,0.033,0.96,0.904,0.0775,0.0664,159.618,0
6J8Z1UJG7uTS1mhZsgmJCp,0.429,0.118,10,-19.942,0,0.039,0.898,0.569,0.298,0.172,112.864,0
1UJMQtiCSotiEyEvB65Na1,0.336,0.0452,8,-20.593,0,0.033,0.987,0.086,0.16,0.219,87.25,0
0glr1BX8Zy81l4HvLpmozl,0.515,0.0283,9,-28.954,1,0.0402,0.963,0.927,0.0906,0.0886,100.598,0
1Rx7TVIX8t9pZFJdLq0vvY,0.386,0.0481,2,-25.336,0,0.04,0.934,0.852,0.101,0.0714,148.305,0
5zpqkOpg31ksUdhuqJ9CQU,0.403,0.307,5,-13.426,1,0.0357,0.799,0.124,0.143,0.371,119.845,0
3PJMsxg6rz9FOo6xNiASXz,0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.278,86.669,0
6NpwgYdHNNpq81GnpJNx3Y,0.446,0.242,8,-14.152,1,0.0368,0.87,0.497,0.105,0.171,126.681,0
2JR1WeETsXmFR1kRC2oXXq,0.326,0.0575,4,-16.5,1,0.0393,0.99,0.887,0.281,0.301,127.397,0
14aFuIi1l2arBrZfBv9fBP,0.526,0.17,9,-13.089,0,0.0411,0.823,0.777,0.114,0.18,117.414,0
58VcgWixvxnMdt4bj29PdQ,0.445,0.223,3,-17.402,1,0.0374,0.921,0.884,0.131,0.225,110.821,0
4vuoL9ldmpmZcXm7RkhQvx,0.383,0.131,7,-17.764,1,0.033,0.761,0.194,0.0973,0.101,98.606,0
1axzRYUUASTfN4OOtrjfQd,0.484,0.0291,10,-23.363,1,0.0459,0.961,0.474,0.115,0.379,98.434,0
4UhBGmqcApvAZFTq53ukh7,0.458,0.217,5,-16.582,1,0.0328,0.827,0.805,0.194,0.128,107.506,0
43tLjduNA04oMB8ljgMI6P,0.546,0.101,5,-15.582,0,0.0482,0.862,0.416,0.119,0.27,114.105,0
6g6U5Ip7Tvm1xsctpflOuk,0.427,0.0445,8,-18.994,1,0.0381,0.989,0.902,0.112,0.153,117.815,0
2r3dQilQpgjPbRomN7GAvD,0.433,0.217,9,-13.799,1,0.0343,0.921,0.714,0.096,0.179,105.96,0
1zowWjoCroDC3WZYxbrlNQ,0.459,0.204,3,-16.941,0,0.0365,0.935,0.905,0.0969,0.1,108.573,0
7dWzkzCjOVVkJDTEeWrCZ0,0.409,0.0777,9,-23.493,0,0.0408,0.952,0.866,0.0979,0.088,106.333,0
0XXHKJqxoDfr5dzmqFlTVO,0.445,0.144,1,-17.051,1,0.0367,0.929,0.664,0.164,0.206,138.898,0
3ZnPVp4Frub6UadiiiGDD9,0.49,0.114,7,-12.566,0,0.0359,0.934,0.262,0.124,0.15,97.158,0
1XrEY8nz2P4L9rVoq9MdXs,0.347,0.151,1,-13.445,1,0.0321,0.987,0.958,0.13,0.087,70.602,0
42q9VqB8ooQE5yn3mup3h8,0.487,0.12,10,-20.964,1,0.04,0.892,0.853,0.0996,0.131,56.822,0
4Uecyf82f85MdvnGLA4SWE,0.401,0.209,1,-17.161,0,0.0308,0.974,0.853,0.0905,0.075,72.415,0
4ZUlQw3KS7qiBrgJxSyel0,0.385,0.3,3,-12.746,1,0.0362,0.975,0.374,0.769,0.253,90.703,0
6bqNdzv1KHd5C7ae0YbV7r,0.535,0.107,10,-18.989,0,0.0323,0.922,0.649,0.105,0.16,102.186,0
1Kez08abn4yr3T7hbCeW3i,0.343,0.307,1,-14.526,1,0.0521,0.8,0.467,0.664,0.186,78.165,0
0Ya7lMXJGmETT1G3bW0uX2,0.296,0.0709,3,-14.832,0,0.0312,0.967,0.804,0.105,0.0696,95.028,0
4N7iWwgqcWr3p5JzngOSEF,0.317,0.0302,1,-30.447,1,0.0342,0.94,0.298,0.0792,0.165,47.859,0
499pC27JxKGMh6mYyuRmlT,0.55,0.249,5,-15.919,0,0.0325,0.929,0.828,0.258,0.296,121.37,0
5EzGOkUwkRUXYAyvjlEHah,0.288,0.454,4,-7.639,0,0.0369,0.585,0.882,0.177,0.0792,123.143,0
21Jm2Njh72h2WWLSRmiGT5,0.356,0.148,3,-18.135,1,0.035,0.984,0.903,0.0913,0.177,137.737,0
5DHU96HUvat8gddLT8IhFO,0.463,0.139,0,-16.971,1,0.0349,0.935,0.938,0.121,0.23,120.984,0
6uEDQ3D4Lx83fZwbgLn895,0.406,0.6,2,-7.956,1,0.045,0.131,0.0676,0.209,0.262,116.751,0
3HtrgoW2iPVupeM8SU3718,0.399,0.0123,10,-20.625,1,0.0449,0.958,0.485,0.113,0.279,107.924,0
0hNhCLpa4cYWwQ5OBCdbu6,0.436,0.326,6,-15.108,0,0.0394,0.977,0.893,0.113,0.22,148.834,0
5c83f2kFIeNNch1hvyNwGj,0.338,0.0952,6,-20.218,1,0.0364,0.979,0.801,0.124,0.0537,101.719,0
3djYspll15Mm2azjKSV55Y,0.5,0.21,8,-15.766,0,0.0304,0.921,0.84,0.0922,0.12,108.178,0
41KHQLCpNOnPV0GWqnEhG5,0.348,0.0918,7,-14.536,0,0.0449,0.985,0.944,0.252,0.118,121.418,0
24XHqHf8NZQqu9x4MPEAWh,0.553,0.196,6,-18.709,0,0.0434,0.786,0.385,0.0922,0.385,104.832,0
58eWz82VjBZLNwL6u4li7F,0.534,0.078,0,-21.014,1,0.0739,0.994,0.879,0.108,0.185,133.194,0
3Aj7zxN0GKJCTXwm7FpePK,0.474,0.162,4,-23.167,0,0.0327,0.946,0.945,0.0868,0.181,149.805,0
2XXfb3FToGrAOZKGJ1Nwhj,0.417,0.45,1,-12.49,1,0.0443,0.148,0.889,0.0869,0.177,81.234,0
6R2vR6b0jLJaJCZUvyp5Ax,0.576,0.542,6,-10.167,1,0.0344,0.683,0.827,0.0513,0.565,124.019,0
3Om7i5Xg1ORaABNTaCnF29,0.344,0.187,7,-17.767,1,0.044,0.903,0.631,0.245,0.143,62.919,0
7z6F8O9kR3n3g7zyc1wiAO,0.571,0.264,7,-14.858,0,0.0329,0.721,0.854,0.113,0.333,139.961,0
5ZR2kBtwXGvaB6naU8qGCJ,0.459,0.465,0,-10.478,0,0.0319,0.726,0.00716,0.0872,0.376,115.035,0
0rm7lBomgchi6bHaTwi7cL,0.285,0.172,1,-15.8,1,0.0412,0.858,0.965,0.112,0.291,184.416,0
5VXs7VjhKyExWRE9pAFagq,0.554,0.301,9,-20.369,0,0.0433,0.124,0.891,0.471,0.342,163.966,0
1w0IXRQFCFcz2z07pdNH4s,0.321,0.109,5,-21.097,0,0.0365,0.93,0.888,0.124,0.162,70.392,0
3kz6NAOACWLOUKYTQVvFkN,0.618,0.262,9,-24.976,0,0.141,0.82,0.866,0.107,0.0382,180.913,0
2qJeNizewezb1J0oZ07lTr,0.388,0.0794,9,-21.906,0,0.0298,0.736,0.806,0.0872,0.132,76.573,0
1ZW12FQBx3KZEkMAX6DxEx,0.548,0.145,0,-13.298,0,0.03,0.884,0.154,0.116,0.373,83.969,0
5Vmt3ascqbh0QJCV1een0Q,0.392,0.168,10,-22.249,1,0.0442,0.637,0.358,0.198,0.292,123.419,0
6nGNzqlHTKugpRWkXrZkPC,0.332,0.285,9,-13.385,0,0.0307,0.585,0.28,0.0837,0.0395,99.765,0
1o6v06LkvEkYm0H4S12ejd,0.546,0.413,5,-13.508,0,0.0378,0.277,0.889,0.304,0.15,75.605,0
5LgjJfkiN9BorHEUZV9M53,0.481,0.0848,8,-14.908,1,0.0332,0.941,0.467,0.0865,0.103,125.901,0
7cD7q524dd5KpU0GRdfB0I,0.456,0.325,5,-14.893,0,0.0343,0.829,0.898,0.0778,0.136,163.572,0
0LDytu1PRUdxTZ5YCMIZIC,0.451,0.303,4,-11.883,0,0.0306,0.765,0.906,0.112,0.208,133.533,0
7iB19KaF8Pows0nixti2wo,0.22,0.272,2,-20.885,0,0.0387,0.791,0.973,0.12,0.222,95.786,0
0EsPT0KrwqMReT97PWuMMC,0.47,0.241,7,-16.639,0,0.036,0.905,0.598,0.705,0.274,106.392,0
6ttNHrgyK11RvgYOdC6Vpn,0.566,0.347,0,-10.048,1,0.0369,0.868,0.761,0.124,0.425,95.322,0
