tid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label
3Yy4HmP9jOxZitdjs1UZzs,0.219,0.0945,9,-27.024,1,0.0579,0.986,0.869,0.525,0.13,76.84,0
3P15Mx8jlZd6CPrf9rGXBV,0.0621,0.0345,1,-30.625,1,0.0532,0.662,0.0092,0.119,0.0558,65.193,0
4hCONFakCYeXlrZMvFOhSK,0.208,0.0302,9,-26.742,1,0.0407,0.983,0.253,0.117,0.063,105.975,0
1QwnjxsFzruTTCbuuKQdnH,0.214,0.243,6,-17.301,1,0.0319,0.917,0.912,0.0657,0.0381,80.187,0
4TaDgdR7HqfAlnBoRjoMYI,0.182,0.033,6,-24.523,0,0.0391,0.817,0.888,0.241,0.157,92.685,0
17kTjPCSx2WsrWDuvvUDt8,0.246,0.0833,9,-25.533,0,0.0488,0.992,0.915,0.0883,0.161,92.413,0
3ZYIIUaTnqIox0MS5r6Y74,0.197,0.0527,7,-24.809,1,0.0432,0.991,0.945,0.0731,0.0386,82.876,0
7ob1hDIwInykgIGVspdTjk,0.164,0.149,10,-17.711,1,0.0414,0.983,0.938,0.109,0.0337,95.359,0
2nv71TEiLpcoGdjc5TLVcv,0.1,0.0463,2,-24.053,0,0.0474,0.912,0.761,0.11,0.097,176.625,0
5uXHix1UojjNPz9NtwYYe5,0.141,0.0347,9,-29.991,0,0.0391,0.953,0.853,0.0978,0.048,91.036,0
1DnIX6GUnZImvFFqVnu5F4,0.22,0.0485,0,-25.743,1,0.0472,0.977,0.865,0.104,0.0395,97.025,0
45lEbs1QlOWk9gTNDQ8CmZ,0.186,0.0105,1,-32.796,1,0.0441,0.992,0.343,0.0723,0.0371,104.294,0
7Cob0gcYREMr9aOG6Dn1NU,0.277,0.0699,5,-24.447,1,0.0494,0.974,0.522,0.153,0.0493,109.572,0
78aINTncuUFz3eb8b8Y6Nx,0.0892,0.0759,8,-22.61,1,0.0416,0.95,0.847,0.0994,0.0718,80.12,0
2EifgBTEtl2LD4Rocka3ba,0.176,0.143,6,-21.009,0,0.0412,0.967,0.323,0.133,0.0888,85.368,0
29sAaPED5ECGqYSojXtzje,0.175,0.0483,7,-22.434,0,0.0471,0.975,0.858,0.143,0.0387,130.585,0
6NGmbnLKgpA22565frF1Y6,0.103,0.0529,6,-23.766,1,0.0447,0.976,0.852,0.239,0.0383,85.122,0
6dismrPUy8x2dNFFv5hN8X,0.123,0.0155,10,-22.164,1,0.0479,0.105,0.914,0.107,0.043,96.884,0
4P2QM7yRPzU0pXQEyhoI2v,0.0921,0.04,1,-26.075,1,0.0473,0.926,0.84,0.125,0.0389,85.38,0
7JSeEVnJSK1oEJLTHX61Xa,0.0934,0.02,10,-33.082,1,0.0451,0.972,0.892,0.145,0.0452,85.332,0
4qEu9zxeUen2EyPJTjeu4p,0.19,0.0748,2,-20.995,1,0.0452,0.937,0.697,0.169,0.0366,112.111,0
72tzXzTRPV5H5td7jv6rmL,0.284,0.0557,7,-23.209,1,0.0603,0.912,0.0967,0.169,0.204,95.281,0
1QmqJpEhu48vGity943LEb,0.231,0.0768,2,-25.658,1,0.0508,0.944,0.149,0.0983,0.1,113.69,0
3Htqdp3sfxvPoNx7aDwflH,0.617,0.268,1,-15.997,1,0.058,0.955,0.635,0.117,0.64,116.645,0
2TQ6uhtI3AJpfo1tJqDsxI,0.183,0.0288,10,-30.479,1,0.0452,0.945,0.896,0.0863,0.0386,117.017,0
0ObV8vQoB8SJLf6vGv4xhB,0.138,0.0109,6,-31.754,0,0.0487,0.805,0.845,0.0999,0.0376,101.226,0
58GXDqnpYMmI2MikV9SXaj,0.092,0.011,0,-26.322,1,0.0477,0.886,0.463,0.0731,0.0527,79.126,0
7FjlBRaqz2IRPBIlnBll1x,0.0789,0.0701,7,-19.808,0,0.0424,0.902,0.894,0.345,0.0505,81.68,0
016j1TzPVs5WnA8a81LfI7,0.168,0.0221,7,-30.351,0,0.0534,0.976,0.909,0.237,0.0753,99.953,0
2kHN6jl6TTeqKPeSXoc2dO,0.171,0.0167,11,-32.52,0,0.0437,0.986,0.798,0.0822,0.1,92.954,0
5erj8jK6bq8MWFnDVv2HtI,0.286,0.0439,5,-24.745,1,0.042,0.925,0.551,0.147,0.0932,152.867,0
7aXsozQFsGYFIzl7mXdld8,0.143,0.0585,3,-24.247,1,0.0537,0.939,0.0178,0.119,0.0572,180.655,0
0eApLaETrhVEHZnKBbCw8I,0.148,0.0978,8,-22.617,1,0.0407,0.787,0.755,0.145,0.039,89.658,0
5sDBN0euFLUW5hX9Anb70H,0.208,0.0314,10,-26.419,1,0.0466,0.994,0.542,0.103,0.0694,96.712,0
3mWfaQkxgPGYttNeGHtuRc,0.248,0.385,9,-8.929,1,0.0378,0.972,0.889,0.11,0.362,135.496,0
1SPYNl3ni8M7Vod0wtdsla,0.463,0.0717,2,-21.259,1,0.0572,0.924,0.0665,0.0758,0.379,130.72,0
6fKYxn92YJKGghkVkV4Q0f,0.374,0.107,5,-21.513,1,0.0372,0.754,0.355,0.275,0.18,97.045,0
3o4T1csAn9X305KHH7iAdA,0.131,0.0398,7,-26.035,1,0.0484,0.957,0.753,0.0892,0.053,84.829,0
0ikGKOEhmahJPTpjN5FAif,0.0998,0.0534,5,-26.14,1,0.0468,0.954,0.853,0.247,0.039,82.047,0
4RayXmEhxLcf4Mgp9YDeky,0.0918,0.108,2,-22.925,0,0.0444,0.975,0.762,0.296,0.0327,86.707,0
45puxvUq92p5vcuVoASc9U,0.283,0.0595,4,-19.631,1,0.0456,0.95,0.0345,0.11,0.143,137.768,0
0jtgby6BUzrAKAxPoBMxiL,0.13,0.0941,4,-21.2,1,0.0402,0.55,0.826,0.483,0.107,86.911,0
7GNPRPWAQpfgpSmwIZfTZ9,0.348,0.192,5,-15.074,0,0.0473,0.974,0.0446,0.0844,0.0999,82.705,0
0BFJctGKh0cIb9bfVDTDuh,0.488,0.161,4,-14.089,1,0.0363,0.953,0.972,0.106,0.436,105.305,0
3xt1DBjpBQ3TSBnDbfVcgG,0.0893,0.0817,0,-21.915,0,0.0415,0.911,0.849,0.226,0.0399,85.577,0
0NbzmSCxQ5ShO8KxfB8osi,0.194,0.0452,4,-26.488,0,0.0417,0.993,0.776,0.0731,0.0395,86.499,0
1ugvVNHhqm1y4xlFEd7Zf2,0.192,0.103,5,-21.492,1,0.0439,0.939,0.658,0.111,0.181,92.285,0
06l8kDY9RlhLbOL8uLHy7U,0.0796,0.0535,0,-24.418,1,0.047,0.975,0.975,0.0426,0.0351,82.015,0
3nL8XacHaet4kk4q0wMmp4,0.269,0.154,9,-18.072,1,0.0387,0.93,0.751,0.109,0.104,134.817,0
4murBlWSko9HsCdFT0g3C4,0.282,0.049,7,-24.094,1,0.042,0.891,0.639,0.288,0.0526,94.76,0
1JXakipwwA9rUpNVWOceLG,0.119,0.0425,7,-25.683,0,0.0538,0.905,0.351,0.158,0.106,176.675,0
33cDISdFeiDrDBGlj57Whx,0.41,0.0964,7,-20.089,1,0.0405,0.923,0.0887,0.33,0.371,149.492,0
5S4BAajCoD7CkaWxyqH1H8,0.31,0.0546,10,-19.782,0,0.0371,0.906,0.574,0.0992,0.077,62.036,0
7l5eZh7GrzvP3ZoAhLw2cM,0.171,0.055,5,-24.659,0,0.0437,0.833,0.74,0.158,0.054,96.665,0
43a9SF39HIK863CEJwOHeg,0.188,0.0587,0,-26.196,0,0.0401,0.956,0.772,0.0837,0.147,104.88,0
3VgLfRnAgjDX7GuUWmCAgp,0.141,0.137,8,-15.424,1,0.0431,0.948,0.562,0.0612,0.0353,85.479,0
28ybYSsq7wKImQQXTAeWym,0.141,0.0784,8,-22.877,1,0.04,0.958,0.876,0.097,0.0677,80.492,0
2ogXFsA7lkL3qRgbSZa0ty,0.235,0.0272,3,-26.299,1,0.0449,0.988,0.267,0.0975,0.141,96.095,0
0oQocJMRDP9U1D4MlGbqlp,0.221,0.0773,10,-24.881,1,0.0408,0.925,0.00577,0.127,0.0944,84.594,0
1dM0Vwlr2uP3TYYq76IDI6,0.0993,0.0154,0,-34.797,1,0.0375,0.942,0.47,0.064,0.0764,88.646,0
2BAs3ieKesyd1cKNUXVOtm,0.124,0.0632,9,-25.258,0,0.0521,0.967,0.932,0.108,0.0361,82.475,0
0T2a6HAUQT4lrDUaT6c6Gm,0.0881,0.00433,2,-32.639,1,0.0455,0.969,0.926,0.107,0.0387,74.569,0
5t95BZGwvS6yzshk2ZTyMp,0.456,0.108,4,-16.453,1,0.0565,0.989,0.00272,0.142,0.804,111.851,0
2LtUSaRryjweRz2yOwoWRL,0.295,0.0251,0,-29.891,0,0.0463,0.94,0.439,0.0985,0.0393,103.992,0
6dI9hTX8xcZDfPkZmXDC3a,0.374,0.163,8,-18.493,1,0.0415,0.869,0.764,0.0837,0.523,166.296,0
4wRyBmCKI9MNqEBElaxDbc,0.397,0.0505,7,-25.054,0,0.0588,0.994,0.93,0.164,0.218,137.059,0
0gIB8Cpw5d97arnqFEeDUX,0.18,0.0383,5,-27.175,1,0.0428,0.918,0.168,0.0614,0.0391,105.25,0
6b9H8c7E6MJ8lkMmJ5xsQm,0.137,0.122,7,-18.731,1,0.0359,0.717,0.903,0.0998,0.0575,77.732,0
5OtU3gY9I4P38pRJyOGg18,0.121,0.0825,4,-24.735,1,0.0537,0.935,0.662,0.107,0.0735,75.31,0
4LLtc3d9V2M09l5TOXtVbK,0.131,0.0621,0,-23.623,1,0.0458,0.847,0.892,0.104,0.231,70.019,0
6KGbyJi9yJY00gLTteeTzt,0.314,0.113,2,-21.1,1,0.0398,0.975,0.901,0.121,0.243,124.377,0
3qzNMOAMWvzMtl3aPv9rOB,0.266,0.0662,7,-21.072,1,0.0356,0.977,0.922,0.102,0.0402,142.161,0
1ZpnptUG5sISwRx6fJQrXN,0.253,0.0313,4,-26.923,0,0.0522,0.993,0.927,0.114,0.0657,77.729,0
2UcUL4jytfVpW0jSXi3Ggi,0.157,0.184,4,-19.854,0,0.0442,0.539,0.922,0.107,0.0304,132.606,0
64LTn5fTsPR0QLy7bVYl9w,0.334,0.00732,4,-30.908,0,0.0355,0.991,0.952,0.0968,0.0964,60.171,0
3iNliE9VdKaPmpUangZfTB,0.271,0.0101,7,-32.125,1,0.0548,0.994,0.895,0.0923,0.0743,116.876,0
5XfmcJMAaifjRrIdLaXVLm,0.416,0.0164,5,-25.933,1,0.0483,0.991,0.866,0.116,0.0365,110.635,0
2mqHsw2SM72ajUCPXpgdZL,0.0713,0.00459,2,-37.039,0,0.0373,0.977,0.933,0.0871,0.0365,65.381,0
3mrWC8aEj9JrxKl6gQ0HRv,0.426,0.0153,1,-32.834,1,0.0372,0.993,0.957,0.108,0.265,104.717,0
2GJFu2G9fhaYFrOoX9bejs,0.296,0.0435,0,-29.73,1,0.0411,0.987,0.857,0.0786,0.0302,72.282,0
3RBI5zhMrrq0YDwSeEqTgZ,0.157,0.0633,10,-21.545,0,0.0433,0.922,0.962,0.0889,0.0373,135.223,0
2k2MprlqkmDMKKOOWGREzW,0.332,0.0525,0,-24.1,1,0.0388,0.991,0.891,0.0683,0.097,78.853,0
1YluEbLfaWBfV2GpQQLOcZ,0.447,0.0159,2,-25.612,0,0.063,0.995,0.933,0.195,0.107,131.542,0
0UDJzgIWDc1e6qS9rYldCY,0.378,0.00731,4,-34.115,0,0.061,0.992,0.928,0.0725,0.0508,130.922,0
52GQU2qUtb25jJEmg9hYcU,0.423,0.00748,1,-31.265,1,0.0486,0.993,0.962,0.1,0.194,71.835,0
7HvFEJxUMSKnfcZVJcRtur,0.515,0.104,9,-21.947,0,0.0301,0.711,0.818,0.122,0.206,128.021,0
5O3UGMP9XJLbshKKZHsrGN,0.524,0.0338,0,-28.584,1,0.0577,0.995,0.921,0.0907,0.25,111.753,0
4fU1mpvaRbTqRXZN6JNlRj,0.369,0.00372,2,-27.547,1,0.0391,0.992,0.858,0.0921,0.064,67.856,0
3o9br9LskOEbwc5irxfHqR,0.0877,0.0763,9,-23.986,1,0.0429,0.645,0.897,0.353,0.0509,78.535,0
2qJc1yHYxfdvfYfIq6HeMO,0.233,0.118,3,-20.231,1,0.0325,0.979,0.897,0.125,0.193,167.153,0
1VsxTA8He1KckavTf8fNlh,0.143,0.00194,0,-35.355,1,0.045,0.932,0.0318,0.0694,0.0495,139.295,0
6G6tIDO3rB8FktjkM70GGd,0.407,0.00453,5,-30.925,1,0.041,0.995,0.935,0.0798,0.0342,104.957,0
3WQHClV98OrOR4Sm5XgieC,0.288,0.0572,2,-22.903,0,0.0466,0.968,0.317,0.0972,0.116,108.379,0
0Kubohno5e03J30wNFg4B2,0.402,0.00517,1,-30.939,1,0.0551,0.995,0.893,0.0641,0.0656,65.18,0
2TxxLPHPHOsd3i5104tFv2,0.144,0.0641,4,-23.391,0,0.0441,0.913,0.304,0.115,0.0393,90.685,0
0KyVvY5yqaTYrw999KD1Gg,0.141,0.087,9,-23.517,0,0.0409,0.912,0.964,0.113,0.0399,87.721,0
4zCxFnvD9HWIaDPImLSOq4,0.142,0.0152,7,-30.817,1,0.0377,0.964,0.854,0.115,0.0746,92.621,0
3hCPh4oVVjaM8tv9sFH8cx,0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,0
0MPYUwNGF3D7dvBoAIlMVh,0.571,0.0929,0,-21.029,1,0.0438,0.984,0.889,0.163,0.0394,125.957,0
5GvFoTt81kcLw6eEJlfCKT,0.0823,0.00841,10,-30.674,1,0.0417,0.979,0.792,0.0994,0.0529,172.465,0
4eY2bxGE2ykwefZ3adjetE,0.0709,0.0155,1,-32.939,1,0.0435,0.949,0.785,0.0924,0.0315,76.646,0
2WZNkbVqATzXscJ6VgYJeo,0.172,0.131,4,-21.663,1,0.0468,0.898,0.0392,0.131,0.0476,95.309,0
5NU8pIT0Yp8wgaUiHZM90w,0.163,0.168,10,-20.328,0,0.0349,0.961,0.862,0.115,0.0385,65.77,0
4w9Gw4IWc1604YxRJ6UXc9,0.201,0.137,9,-12.47,0,0.0382,0.979,0.507,0.114,0.197,165.398,0
0sIwhUWbDa1wQlYScO2OZl,0.27,0.0792,9,-21.743,0,0.0345,0.945,0.786,0.0858,0.0378,69.968,0
3IIboL1W5mfWjzPZenvCVe,0.319,0.0305,0,-26.11,1,0.0463,0.994,0.948,0.0846,0.11,95.801,0
0Jr2u6Boq38ZxeO9fekUL3,0.0629,0.183,0,-17.546,1,0.145,0.604,0.865,0.109,0.0273,69.583,0
2d6ml9Qkx8r4EjuUyrdpRV,0.261,0.0149,1,-27.528,1,0.0419,0.992,0.897,0.102,0.0382,75.296,0
1AmtjiQt97lpA5inWCdzIy,0.12,0.0078,5,-31.416,0,0.0444,0.894,0.852,0.369,0.03,149.964,0
6Y5MWmnE9iECH7t2gOKUVl,0.163,0.0377,5,-21.536,1,0.0371,0.869,0.633,0.128,0.0354,70.11,0
5dqX3SxRRVVrz6FAXR95H7,0.216,0.0897,8,-21.605,1,0.0477,0.914,0.073,0.0844,0.0628,132.059,0
0Tx61KMDoqr3uNMhNcXXhB,0.267,0.0152,3,-31.308,1,0.0448,0.952,0.578,0.0979,0.248,128.427,0
1Zv6RyHM08gyC4qvOlCZUL,0.299,0.0319,2,-30.624,1,0.0603,0.994,0.928,0.105,0.0975,105.922,0
0VEf913GDXMlb196o6VOCV,0.224,0.0265,5,-27.292,1,0.0468,0.981,0.982,0.101,0.0623,81.364,0
1LFshblNG5R1mtzWLjfeFm,0.22,0.031,5,-24.154,0,0.0426,0.864,0.714,0.11,0.071,109.328,0
6IjoiTqAOtMNOA2KOEm2b9,0.131,0.0208,2,-28.56,1,0.0491,0.987,0.0363,0.0686,0.128,86.952,0
1Wy5fW4R9zU0wQcC7ufHxi,0.366,0.00713,2,-30.181,1,0.0526,0.995,0.963,0.0705,0.036,67.461,0
17oLsEzzlGFlrBKViCzmGc,0.479,0.174,10,-18.021,0,0.0371,0.952,0.841,0.115,0.296,103.577,0
1KM99JjxJzU26mwwcLpAPo,0.163,0.0203,9,-32.112,0,0.0475,0.898,0.217,0.0757,0.0353,131.124,0
0LrA0EtiJsr4tDHIGw82OW,0.109,0.0693,8,-21.196,1,0.0388,0.986,0.931,0.13,0.0411,58.869,0
3g98x0UrsfWzpiRR2gmLtR,0.0655,0.0137,9,-34.624,1,0.0498,0.953,0.824,0.108,0.0328,71.339,0
48I99KUopQ2TOvU3uFL0rz,0.38,0.0342,7,-29.643,1,0.039,0.992,0.948,0.107,0.21,109.011,0
5FOHBhUtWl2x5Z6qflA8nd,0.147,0.0457,0,-19.188,1,0.042,0.96,0.927,0.106,0.0364,138.942,0
24Y4um6M2d4huD6Lx4aHcv,0.312,0.0482,2,-25.766,1,0.0436,0.98,0.95,0.123,0.0722,111.59,0
0EKPj41uhOc0r0UjkKbjsm,0.183,0.0075,0,-33.087,1,0.0395,0.974,0.59,0.0731,0.127,66.333,0
1DdyioI2yXhLwR1pn5Hczk,0.18,0.0382,2,-22.028,0,0.0452,0.983,0.0141,0.15,0.0593,69.897,0
1ykbtFnlIjmIFnZ8j6wg6i,0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577,0
32Icp7aedxQEHmvPPGrOFd,0.195,0.00736,0,-28.34,1,0.0355,0.867,0.738,0.0786,0.0382,42.313,0
4u2qyRFTBYm3Se02t0Ki7d,0.146,0.154,5,-16.92,1,0.0449,0.808,0.648,0.124,0.0383,143.625,0
5KhznZQE9EbrmXx2Q9WUZM,0.209,0.0407,5,-20.998,1,0.045,0.995,0.894,0.109,0.0788,66.236,0
4O2N861eOnF9q8EtpH8IJu,0.484,0.192,2,-15.378,1,0.0465,0.991,0.908,0.106,0.0559,100.084,0
66EIPOdC3UZZCJdiUSRo92,0.222,0.117,2,-20.966,1,0.0433,0.905,0.919,0.111,0.0883,91.624,0
4mnbrrduAIy9ZyNoi4byOU,0.0905,0.00523,1,-28.178,1,0.0412,0.979,0.879,0.0615,0.0307,71.001,0
1w0k9Eu4dovVNWKVlnRzcH,0.11,0.0108,5,-34.892,1,0.0377,0.983,0.944,0.0755,0.0762,66.038,0
5FRGTGPZ7uA6JaLAH55PVV,0.0808,0.00285,4,-41.786,0,0.0402,0.984,0.666,0.0736,0.0375,64.48,0
3DRu1GI6qvtVUDnygcTTj6,0.388,0.00843,9,-31.898,0,0.054,0.994,0.919,0.0861,0.179,114.314,0
1Vk4yRsz0iBzDiZEoFMQyv,0.476,0.192,9,-15.753,1,0.064,0.976,0.928,0.119,0.114,116.542,0
5YBH5bL6pxG4pJsAVw9zbL,0.148,0.0744,10,-23.261,0,0.0451,0.944,0.146,0.0682,0.0478,88.072,0
6b4aMRJyI1vqwvrNZkDU4e,0.156,0.0475,4,-29.722,0,0.0364,0.753,0.939,0.112,0.0904,135.439,0
0c11dbNvZuY1pXL6VybKBh,0.15,0.0234,3,-24.527,1,0.0432,0.995,0.936,0.103,0.066,62.36,0
1ybtJbR4ARqmjl6dD2VtYU,0.151,0.103,9,-22.221,1,0.0412,0.918,0.852,0.0756,0.036,97.5,0
33B1XmfncHqnfkrYZIcHbD,0.304,0.0116,7,-33.19,0,0.0337,0.983,0.963,0.104,0.0364,77.84,0
6QzTQbDkDz6eG4GTFIo4KD,0.351,0.0472,5,-21.655,1,0.0436,0.977,0.219,0.0611,0.203,148.564,0
76d6R3Arx2LCszSyXALNeW,0.195,0.111,0,-19.249,1,0.0406,0.764,0.00318,0.0728,0.0474,109.47,0
2vBuaUzWANdghLfM1nF0Yw,0.194,0.079,4,-21.389,1,0.0425,0.969,0.498,0.126,0.082,100.309,0
2JRehMMtFkGj0Agux7LNWs,0.146,0.00849,0,-36.382,0,0.0384,0.97,0.932,0.101,0.0389,77.324,0
1s9GYilV9guTnwidLuBV7I,0.194,0.106,0,-27.097,1,0.0389,0.935,0.752,0.0833,0.0387,99.537,0
1vRDKkxMscAH1o8emcDbcw,0.439,0.00257,1,-32.686,1,0.0583,0.995,0.936,0.0715,0.0375,131.858,0
2MZSXhq4XDJWu6coGoXX1V,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,0
123zFAGx0F5ScgrLrCWGDX,0.204,0.0305,2,-31.159,1,0.0462,0.965,0.268,0.111,0.0394,114.214,0
0LCaQybvZqPsW1Y1y7clD4,0.163,0.0427,3,-29.813,1,0.0401,0.979,0.884,0.126,0.0451,97.137,0
39lfUslSPk44SDc8cbfltW,0.178,0.143,5,-20.394,0,0.0407,0.938,0.379,0.114,0.0498,90.75,0
6iL0pob2CNH1KNXPsSl9Fo,0.448,0.111,10,-20.606,1,0.0353,0.991,0.898,0.0974,0.0755,74.76,0
09I7DjJtkvTPORULHE7yCY,0.163,0.021,5,-26.363,1,0.0478,0.955,0.884,0.0868,0.0367,129.627,0
0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,1
2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,1
08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,1
1RJeiAIwR9pZBgJA8ndZLL,0.505,0.836,5,-7.384,0,0.101,0.0103,0.0771,0.295,0.764,159.669,1
66lOpKgTyFjOrac4S1s94g,0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65e-06,0.248,0.624,126.341,1
2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,1
39shmbIHICJ2Wxnk1fPSdz,0.742,0.833,2,-6.463,1,0.115,0.079,0,0.384,0.816,113.375,1
2KmEgiY8fQs0G6WNxtzQKr,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,1
24NwBd5vZ2CK8VOQVnqdxr,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,1
57JVGBtBLCfHw2muk5416J,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,1
5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,1
70YvYr2hGlS01bKRIho1HM,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,1
7MRyJPksH3G2cXHN8UKYzP,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,1
3YBZIN3rekqsKxbJc9FZko,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,1
61Q9oJNd9hJQFhSDh6Qlap,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.891,1
3AhXZa8sUQht0UEdBJgpGc,0.483,0.721,0,-6.836,1,0.032,0.729,0,0.189,0.562,95.261,1
2K2M0TcglCRLLpFOzKeFZA,0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099,1
4CJVkjo5WpmUAKp3R44LNb,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,1
4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,1
4gMgiXfqyzZLMhsksGmbQV,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,1
2X6gdRlGOQgfaXU9ALUQFQ,0.546,0.529,9,-13.6,1,0.0436,0.0629,0.000567,0.0383,0.574,151.727,1
1IqFh00G2kvvMm8pRMpehA,0.453,0.464,2,-10.96,1,0.0431,0.302,5.96e-05,0.152,0.658,93.19,1
40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,1
371VkfwKiXJxgH5ZPoQNHD,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,1
63OFKbMaZSDZ4wtesuuq6f,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,1
1qRA5BS78u3gME0loMl9AA,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,1
32kgOw8wejH7zUhtXCM8DH,0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,1
6cr6UDpkjEaMQ80OjWqEBQ,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,1
4uGIJG1jYFonGc4LGp5uQL,0.504,0.578,4,-9.302,1,0.031,0.408,0,0.321,0.654,132.411,1
5p3JunprHCxClJjOmcLV8G,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,1
6KTv0Z8BmVqM7DPxbGzpVC,0.654,0.929,1,-5.906,1,0.0998,0.0468,0,0.0539,0.902,144.774,1
3QZ7uX97s82HFYSmQUAN1D,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,1
2aSFLiDPreOVP6KHiWk4lF,0.663,0.712,2,-7.268,1,0.0479,0.524,0,0.0804,0.527,113.439,1
51H2y6YrNNXcy3dfc3qSbA,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,1
2sXp9Qmvc7mRaDBjBgcGGi,0.813,0.46,1,-9.78,1,0.0346,0.56,0.0105,0.0724,0.729,117.387,1
5QTxFnGygVM4jFQiBovmRo,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,1
54eZmuggBFJbV7k248bTTt,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,1
3gdewACMIVMEWVbyb8O9sY,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,1
1JkZg3eMQTmTn93E8Yd3UL,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,1
6Vjk8MNXpQpi0F4BefdTyq,0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,1
5MxNLUsfh7uzROypsoO5qe,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,1
2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,1
5LNiqEqpDc8TuqPy79kDBu,0.591,0.804,0,-7.299,1,0.0454,0.327,5.98e-06,0.0818,0.658,111.457,1
2HXixVqzzm9rEUIMAWzshl,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,1
1AhDOtG9vPSOmsWgNW0BEY,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,1
5X76oXHcR5uCXali0gOyX5,0.55,0.576,0,-13.475,1,0.0306,0.178,0.00935,0.0555,0.486,109.837,1
5e6x5YRnMJIKvYpZxLqdpH,0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.173,0.432,132.31,1
3k9i7UzeSUYWIfUZFeFDUd,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,1
1fDsrQ23eTAVFElUMaf38X,0.531,0.481,4,-11.709,0,0.06,0.699,0,0.0842,0.491,138.45,1
1lqMLr9Wj7SM2F9AikGcxN,0.509,0.827,0,-7.715,1,0.079,0.0409,0,0.12,0.743,135.601,1
1Ly0ssAgeM7YqdHptao8Oe,0.426,0.619,4,-11.501,0,0.0722,8.44e-05,0.00239,0.17,0.382,162.721,1
5SAUIWdZ04OxYfJFDchC7S,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,1
